x,pdf
60.552763819095475,0.0007377548816160569
61.15577889447235,0.0007115903746619618
61.758793969849236,0.000686545558053169
62.361809045226124,0.0006625640862606576
62.96482412060301,0.000639592879904688
63.5678391959799,0.0006175819112877826
64.17085427135677,0.0005964840056622985
64.77386934673366,0.0005762546569575447
65.37688442211055,0.000556851856804334
65.97989949748742,0.0005382359357971375
66.58291457286431,0.0005203694160263194
67.1859296482412,0.0005032168739966932
67.78894472361809,0.00048674481312439247
68.39195979899498,0.00047092154507286544
68.99497487437185,0.0004557170792511699
69.59798994974874,0.0004411030198544973
70.20100502512562,0.0004270524698783275
70.8040201005025,0.00041353994158456296
71.40703517587939,0.00040054127294066294
72.01005025125627,0.0003880335495917014
72.61306532663316,0.00037599503196074813
73.21608040201005,0.0003644050871053455
73.81909547738692,0.0003532441249874055
74.42211055276381,0.0003424935388408745
75.0251256281407,0.00033213564934620095
75.62814070351757,0.0003221536523432525
76.23115577889446,0.0003125315698350201
76.83417085427135,0.00030325420405342605
77.43718592964824,0.0002943070943759056
78.04020100502512,0.00028567647689743686
78.643216080402,0.00027734924647728637
79.24623115577889,0.0002693129210932287
79.84924623115577,0.0002615556083483545
80.45226130653265,0.0002540659739869402
81.05527638190954,0.00024683321228634596
81.65829145728642,0.00023984701820153217
82.26130653266331,0.0002330975611476572
82.8643216080402,0.00022657546031443516
83.46733668341707,0.0002202717614134447
84.07035175879396,0.0002141779147665887
84.67336683417085,0.0002082857546503111
85.27638190954772,0.00020258747981613762
85.87939698492461,0.00019707563511360188
86.4824120603015,0.00019174309414669798
87.08542713567839,0.00018658304289971285
87.68844221105527,0.00018158896427263754
88.29145728643215,0.00017675462347039738
88.89447236180904,0.0001720740541938776
89.49748743718592,0.00016754154558419588
90.1005025125628,0.0001631516298748713
90.70351758793969,0.00015889907070953968
91.30653266331657,0.00015477885208563813
91.90954773869346,0.00015078616788704124
92.51256281407035,0.0001469164119710397
93.11557788944722,0.00014316516877726796
93.71859296482411,0.00013952820442826426
94.321608040201,0.0001360014582932613
94.92462311557787,0.00013258103498861538
95.52763819095476,0.00012926319678993825
96.13065326633165,0.00012604435643255943
96.73366834170854,0.0001229210702783934
97.33668341708542,0.00011989003182864822
97.9396984924623,0.0001169480655630613
98.54271356783919,0.00011409212108754259
99.14572864321607,0.00011131926757318795
99.74874371859295,0.00010862668847067096
100.35175879396984,0.0
100.95477386934672,0.0
101.55778894472361,0.0
102.1608040201005,0.0
102.76381909547737,0.0
103.36683417085426,0.0
103.96984924623115,0.0
104.57286432160802,0.0
105.17587939698491,0.0
105.7788944723618,0.0
106.38190954773869,0.0
106.98492462311557,0.0
107.58793969849245,0.0
108.19095477386934,0.0
108.79396984924622,0.0
109.3969849246231,0.0
110.0,0.0
