x,pdf
-10.0,0.0
-9.396984924623116,0.0
-8.793969849246231,0.0
-8.190954773869347,0.0
-7.5879396984924625,0.0
-6.984924623115578,0.0
-6.381909547738694,0.0
-5.778894472361809,0.0
-5.175879396984925,0.0
-4.572864321608041,0.0
-3.9698492462311563,0.0
-3.366834170854272,0.0
-2.7638190954773876,0.0
-2.160804020100503,0.0
-1.5577889447236188,0.0
-0.9547738693467345,0.0
-0.3517587939698501,0.0
0.25125628140703427,0.0
0.8542713567839186,0.0
1.457286432160803,0.0
2.0603015075376874,0.0
2.6633165829145717,0.0
3.266331658291456,0.0
3.8693467336683405,0.0
4.472361809045225,0.0
5.075376884422109,0.0
5.678391959798994,0.0
6.281407035175878,0.0
6.884422110552762,0.0
7.487437185929647,0.0
8.090452261306531,0.0006367095558353138
8.693467336683415,0.05478280299563715
9.2964824120603,0.09358264780961736
9.899497487437184,0.10704741225603066
10.502512562814069,0.10773262277838341
11.105527638190953,0.10267657049821033
11.708542713567837,0.09531357702138829
12.311557788944722,0.08729380220860868
12.914572864321606,0.079398698478429
13.51758793969849,0.07198063878446007
14.120603015075375,0.06517754055701239
14.723618090452259,0.05902030709244261
15.326633165829143,0.053487778979915454
15.929648241206028,0.048535221379592354
16.532663316582912,0.044109127966389584
17.135678391959797,0.04015481065702856
17.73869346733668,0.03662013754058188
18.341708542713565,0.03345720551260825
18.94472361809045,0.030622913082717453
19.547738693467334,0.02807896117644853
20.15075376884422,0.025791571994466085
20.753768844221103,0.023731084883517224
21.356783919597987,0.021871515103984544
21.95979899497487,0.020190120422252173
22.562814070351756,0.018666997505608234
23.165829145728637,0.017284717343031275
23.768844221105525,0.016028001969103502
24.371859296482413,0.014883441135478378
24.974874371859293,0.013839245823013107
25.577889447236174,0.012885034791176144
26.180904522613062,0.012011650241160549
26.78391959798995,0.011210998848878908
27.38693467336683,0.010475914745304852
27.98994974874371,0.009800041395224937
28.5929648241206,0.009177729702634531
29.195979899497488,0.00860395002661532
29.79899497487437,0.008074216114041086
30.40201005025125,0.007584519241022507
31.005025125628137,0.007131271103953995
31.608040201005025,0.006711254215827344
32.211055276381906,0.006321578747531903
32.81407035175879,0.005959644910843137
33.417085427135675,0.0056231101132935436
34.02010050251256,0.0053098602284320125
34.62311557788944,0.005017984421069559
35.226130653266324,0.004745753048573971
35.82914572864321,0.004491598228352611
36.4321608040201,0.0042540967202684445
37.03517587939698,0.0040319548224979525
37.63819095477386,0.0038239950216401378
38.24120603015075,0.0036291441738863783
38.84422110552764,0.003446423024740947
39.44723618090452,0.003274936900965938
40.0502512562814,0.0031138674308045437
40.65326633165829,0.0029624651676955953
41.256281407035175,0.002820043009120186
41.859296482412056,0.002685970316329564
42.46231155778894,0.002559667652840268
43.065326633165824,0.0024406020700397787
43.66834170854271,0.002328282877271152
44.27135678391959,0.002222257841566972
44.874371859296474,0.0021221097689581464
45.47738693467336,0.0020274534251414813
46.08040201005025,0.0019379327583785232
46.68341708542713,0.001853218391925228
47.28643216080401,0.0017730053571491744
47.8894472361809,0.0016970110418571204
48.49246231155779,0.0016249733312974355
49.09547738693467,0.0015566489218765524
49.69849246231155,0.0014918117898854858
50.30150753768844,0.0014302517995132024
50.904522613065325,0.0013717734361649717
51.507537688442206,0.0013161946526362666
52.110552763819086,0.0012633458170437557
52.713567839195974,0.0012130687526070202
53.31658291457286,0.0011652158604282539
53.91959798994974,0.0011196493173493915
54.522613065326624,0.0010762403417921371
55.12562814070351,0.001034868521218916
55.7286432160804,0.0009954211955035572
56.33165829145727,0.0009577928910790396
56.93467336683416,0.0009218848012447585
57.53768844221105,0.000887604308474793
58.14070351758794,0.0008548645449783087
58.743718592964825,0.0008235839881290032
59.3467336683417,0.0007936860877077883
59.94974874371859,0.0007650989221956375
