x,pdf
40.0,0.0
40.45226130653266,0.0
40.904522613065325,0.0
41.35678391959799,0.0
41.80904522613066,0.0
42.26130653266332,0.0
42.71356783919598,0.0
43.165829145728644,0.0
43.618090452261306,0.0
44.07035175879397,0.0
44.52261306532663,0.0
44.9748743718593,0.0
45.42713567839196,0.0
45.879396984924625,0.0
46.33165829145729,0.0
46.78391959798995,0.0
47.23618090452261,0.0
47.688442211055275,0.0
48.14070351758794,0.0
48.5929648241206,0.0
49.04522613065327,0.0
49.49748743718593,0.0
49.949748743718594,0.0
50.402010050251256,0.014190295509693753
50.85427135678392,0.015461779929273434
51.30653266331658,0.01677558483366153
51.75879396984925,0.018125572655500563
52.21105527638191,0.019505002709136764
52.663316582914575,0.020906602528854835
53.11557788944724,0.022322648478803258
53.5678391959799,0.023745054054188718
54.02010050251256,0.025165464151749098
54.472361809045225,0.02657535349406917
54.92462311557789,0.027966127347391637
55.37688442211055,0.02932922267507894
55.82914572864322,0.030656207916266977
56.28140703517588,0.03193887966780903
56.733668341708544,0.03316935467261296
57.185929648241206,0.03434015567348367
57.63819095477387,0.03544428987260358
58.09045226130654,0.03647531893658555
58.5427135678392,0.03742741969928317
58.99497487437186,0.03829543493310339
59.447236180904525,0.03907491377857233
59.89949748743719,0.03976214163599447
60.35175879396985,0.04035415952743476
60.80402010050251,0.04084877312780869
61.256281407035175,0.04124455183722473
61.70854271356784,0.04154081842022304
62.1608040201005,0.04173762986932452
62.61306532663316,0.04183575025918243
63.06532663316583,0.04183661644313478
63.517587939698494,0.041742297506247646
63.969849246231156,0.04155544892870961
64.42211055276383,0.04127926243187464
64.87437185929649,0.040917412477911766
65.32663316582915,0.040474000374788176
65.77889447236181,0.03995349690328005
66.23115577889448,0.03936068433411726
66.68341708542714,0.038700598643533854
67.1356783919598,0.03797847266673612
67.58793969849246,0.03719968085337198
68.04020100502512,0.0363696862091571
68.49246231155779,0.035493989925396895
68.94472361809045,0.03457808411508474
69.39698492462311,0.033627407992212116
69.84924623115577,0.0326473077513176
70.30150753768845,0.03164300032836703
70.7537688442211,0.030619541152788175
71.20603015075378,0.029581795934664406
71.65829145728644,0.02853441647132509
72.1105527638191,0.027481820404221584
72.56281407035176,0.02642817481029416
73.01507537688443,0.025377383472054624
73.46733668341709,0.024333077637265773
73.91959798994975,0.023298610052200533
74.37185929648241,0.022277052031705144
74.82412060301507,0.021271193314314478
75.27638190954774,0.020283544441027666
75.7286432160804,0.019316341391579936
76.18090452261308,0.018371552211638848
76.63316582914572,0.017450885367773755
77.0854271356784,0.016555799573803105
77.53768844221105,0.015687514841680447
77.98994974874373,0.014847024521943364
78.44221105527637,0.014035108112469143
78.89447236180905,0.013252344629387148
79.34673366834171,0.012499126350115719
79.79899497487438,0.011775672755220366
80.25125628140704,0.011082044512833138
80.7035175879397,0.01041815736641048
81.15577889447236,0.009783795803406476
81.60804020100502,0.009178626398777933
82.06030150753769,0.00860221074294143
82.51256281407035,0.008054017878732035
82.96482412060303,0.007533436185949088
83.41708542713567,0.007039784665145865
83.86934673366835,0.00657232358436043
84.321608040201,0.006130264463476946
84.77386934673368,0.0057127793808194206
85.22613065326632,0.005319009595446468
85.678391959799,0.004948073486427728
86.13065326633166,0.004599073817202491
86.58291457286433,0.004271104338974375
87.03517587939699,0.003963255752042554
87.48743718592965,0.003674621048066498
87.93969849246231,0.003404300259570205
88.39195979899498,0.0031514046455786214
88.84422110552764,0.0029150603442053996
89.2964824120603,0.0026944115243479156
89.74874371859298,0.0024886230694533807
