x,pdf
90.20100502512562,0.002296882826662909
90.6532663316583,0.0021184034545773415
91.10552763819095,0.0019524239024776473
91.55778894472363,0.0017982105531256785
92.01005025125627,0.0016550580603182981
92.46231155778895,0.001522289911214043
92.91457286432161,0.0013992587421395649
93.36683417085428,0.0012853464351494604
93.81909547738694,0.001179964021090996
94.2713567839196,0.0010825514133467639
94.72361809045226,0.0009925769948167038
95.17587939698493,0.0009095370790813001
95.62814070351759,0.0008329552650785871
96.08040201005025,0.0007623817030450732
96.53266331658293,0.0006973922879294781
96.98492462311557,0.0006375877949987631
97.43718592964825,0.0005825929709272908
97.8894472361809,0.0005320555922990935
98.34170854271358,0.0004856455021648662
98.79396984924622,0.00044305363408367245
99.2462311557789,0.0004039910319444123
99.69849246231156,0.0003681878728075519
100.15075376884423,0.000335392499030327
100.60301507537689,0.00030537046503920404
101.05527638190955,0.00027790360328947065
101.50753768844221,0.0002527891132007787
101.95979899497488,0.0002298386761764837
102.41206030150754,0.00020887759920072273
102.8643216080402,0.00018974398895618832
103.31658291457288,0.00017228795791461482
103.76884422110552,0.0001563708634164601
104.22110552763819,0.00014186458037288732
104.67336683417085,0.00012865080788795842
105.12562814070353,0.00011662040980794216
105.57788944723619,0.00010567278895444812
106.03015075376885,9.571529458503189e-05
106.48241206030151,8.66626624455555e-05
106.93467336683418,7.843648662969008e-05
107.38693467336684,7.096472233953918e-05
107.8391959798995,6.418121854440371e-05
108.29145728643216,5.802527945961465e-05
108.74371859296483,5.244125371156434e-05
109.19597989949749,4.737815001624324e-05
109.64824120603015,4.278927817462991e-05
110.10050251256281,3.863191417713594e-05
110.55276381909547,3.48669882093139e-05
111.00502512562814,3.145879436037991e-05
111.4572864321608,2.837472085353831e-05
111.90954773869348,2.558499964105561e-05
112.36180904522614,2.3062474236522265e-05
112.8140703517588,2.0782384690579896e-05
113.26633165829146,1.8722168653714344e-05
113.71859296482413,1.686127750962958e-05
114.17085427135679,1.5181006604555415e-05
114.62311557788945,1.3664338640941218e-05
115.07537688442211,1.229579934778411e-05
115.52763819095478,1.106132458390835e-05
115.97989949748744,9.948138074412982e-06
116.4321608040201,8.944639023913425e-06
116.88442211055276,8.04029889284854e-06
117.33668341708542,7.225566664752451e-06
117.78894472361809,6.491781972840894e-06
118.24120603015075,5.8310954933676915e-06
118.69346733668343,5.236396050865475e-06
119.14572864321609,4.7012439165100405e-06
119.59798994974875,4.21980981538503e-06
120.05025125628141,0.0
120.50251256281408,0.0
120.95477386934674,0.0
121.4070351758794,0.0
121.85929648241206,0.0
122.31155778894473,0.0
122.76381909547739,0.0
123.21608040201005,0.0
123.66834170854271,0.0
124.12060301507537,0.0
124.57286432160804,0.0
125.0251256281407,0.0
125.47738693467338,0.0
125.92964824120604,0.0
126.3819095477387,0.0
126.83417085427136,0.0
127.28643216080403,0.0
127.73869346733669,0.0
128.19095477386935,0.0
128.643216080402,0.0
129.09547738693468,0.0
129.54773869346735,0.0
130.0,0.0
