T_amb,O,A,B,B1,C,D,D1,F,G
0.0,30.048869415720503,30.930935547453544,33.06837713922096,33.36976262389783,35.099948797828176,36.75212330498971,36.76453214329479,36.779110437498275,36.79314584447843
4.850000000000023,30.853632743345884,31.633523786946967,33.52345643395671,33.789943347066526,35.31985668879008,36.780811150634406,36.79178385940776,36.804674943626765,36.817085971830636
20.0,33.45548098195093,33.90513030624203,34.99493655680391,35.148604650475704,36.030955507846386,36.87357833428973,36.87990706764191,36.88734226356479,36.894500578298164
25.0,34.34516573210493,34.681925301495255,35.498163724248,35.61325784029907,36.27415476012345,36.905305713578,36.91004615766923,36.91561538129554,36.92097721139481
30.0,35.25111220415886,35.4729367401132,36.01062297609593,36.08643999877768,36.52182238614279,36.937616321562246,36.94073927993219,36.94440823026048,36.947940551910676
34.85000000000002,36.14592641987281,36.2542463288882,36.51681911378762,36.55384361573789,36.76646977635403,36.969533201949844,36.97105838507832,36.972850218524,36.974575325650164
